block,style,default_uid,style_uid,word_index,word,phone_index,phone,default_start,default_end,style_start,style_end,default_duration,style_duration,log_duration_ratio,phone_class,default_relative_db,default_f0,default_asr_3408,default_internal_asr_3408,default_emotion_3408,default_internal_emotion_3408,default_intent_3408_last,default_internal_intent_3408_last,default_speaker_count_3408_last,default_internal_speaker_count_3408_last,default_emotion_3407,default_internal_emotion_3407,default_emotion_3409,default_internal_emotion_3409,style_relative_db,style_f0,style_asr_3408,style_internal_asr_3408,style_emotion_3408,style_internal_emotion_3408,style_intent_3408_last,style_internal_intent_3408_last,style_speaker_count_3408_last,style_internal_speaker_count_3408_last,style_emotion_3407,style_internal_emotion_3407,style_emotion_3409,style_internal_emotion_3409
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,sad,ex03_default_00226,ex03_sad_00226,15,covington,3,IH0,3.74,3.79,6.2,6.27,0.04999999999999982,0.0699999999999994,0.3364722366212078,vowel,-3.1588928300032535,128.39492119091534,1,0,0,0,1,0,0,0,0,0,0,0,-0.49556627974798645,120.73670544623702,1,0,0,0,1,0,1,0,1,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,sad,ex03_default_00226,ex03_sad_00226,15,covington,4,NG,3.79,3.86,6.27,6.35,0.06999999999999984,0.08000000000000007,0.13353139262452587,sonorant,-5.099017880880935,112.81211627311923,1,1,1,1,0,0,0,0,1,0,1,1,-1.5632519542710845,108.33479427707215,1,1,1,1,1,1,0,0,1,0,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,sad,ex03_default_00226,ex03_sad_00226,15,covington,5,T,3.86,3.92,6.35,6.42,0.06000000000000005,0.07000000000000028,0.1541506798272614,stop/affricate,-15.834402835280926,97.61532677179878,0,0,0,0,0,0,0,0,0,0,0,0,-7.828328106591387,99.0647608452667,0,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,sad,ex03_default_00226,ex03_sad_00226,15,covington,6,AH0,3.92,4.04,6.42,6.56,0.1200000000000001,0.13999999999999968,0.15415067982725514,vowel,-8.661601102199022,95.58831795455421,2,1,1,0,2,1,1,0,1,0,0,0,-0.96369822243797,100.43736817018002,2,1,1,0,2,1,1,0,2,1,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,sad,ex03_default_00226,ex03_sad_00226,15,covington,7,N,4.04,4.2,6.56,6.82,0.16000000000000014,0.2600000000000007,0.48550781578170243,sonorant,-12.514009974227012,104.68268470789491,1,0,0,0,0,0,0,0,1,0,0,0,-6.7467145740077425,110.72888857397339,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,0,it's,0,IH1,0.13,0.14,0.14,0.27,0.010000000000000009,0.13,2.564949357461536,vowel,-52.070784743338834,,0,0,0,0,0,0,0,0,0,0,0,0,0.6841714099661672,137.01937840634704,3,2,0,0,1,1,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,0,it's,1,T,0.14,0.17,0.27,0.31,0.03,0.03999999999999998,0.2876820724517805,stop/affricate,-29.272637171850352,,1,0,1,0,1,0,0,0,1,0,1,0,-7.757933285404178,114.69857144584384,1,0,1,0,0,0,0,0,0,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,0,it's,2,S,0.17,0.2,0.31,0.38,0.03,0.07,0.8472978603872037,fricative,-20.474796088881142,,1,0,0,0,0,0,0,0,0,0,0,0,-10.00880102953606,,1,0,1,0,1,1,0,0,1,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,1,gonna,0,G,0.2,0.28,0.38,0.46,0.08000000000000002,0.08000000000000002,0.0,stop/affricate,-13.850705707584298,,1,0,1,0,1,0,1,0,1,0,1,0,-10.182031609955931,201.27749812922482,1,0,1,0,1,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,1,gonna,1,AA1,0.28,0.32,0.46,0.5,0.03999999999999998,0.03999999999999998,0.0,vowel,1.7672962860546173,171.29654496128148,1,0,0,0,0,0,0,0,0,0,0,0,2.3559428871582604,207.67830190655266,0,0,0,0,0,0,1,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,1,gonna,2,N,0.32,0.36,0.5,0.54,0.03999999999999998,0.040000000000000036,1.332267629550187e-15,sonorant,0.16894788902431124,162.58581845191242,1,0,0,0,1,0,0,0,0,0,0,0,1.0263967556636602,197.91246458518992,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,1,gonna,3,AH0,0.36,0.4,0.54,0.6,0.040000000000000036,0.05999999999999994,0.4054651081081626,vowel,2.5233046791274223,161.14550056311953,1,0,0,0,0,0,0,0,0,0,0,0,1.7412523558223716,187.97880260699804,2,0,0,0,1,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,2,be,0,B,0.4,0.46,0.6,0.65,0.06,0.050000000000000044,-0.18232155679395365,stop/affricate,-6.925920460396578,147.43092653563707,1,0,1,0,1,0,0,0,1,0,1,0,-3.4512055797074837,165.9029690484119,1,0,1,0,1,0,1,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,2,be,1,IY0,0.46,0.52,0.65,0.74,0.06,0.08999999999999997,0.4054651081081641,vowel,3.6990607027810247,154.1193837013827,1,0,0,0,0,0,1,0,0,0,0,0,3.321736945344779,150.58978582659304,1,1,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,3,sunny,0,S,0.52,0.65,0.74,0.96,0.13,0.21999999999999997,0.526093095896779,fricative,-4.719143650713585,140.15493440663673,1,0,1,0,1,0,0,0,1,0,1,0,-4.253195091222326,120.88882143103825,0,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,3,sunny,1,AH1,0.65,0.76,0.96,1.06,0.10999999999999999,0.10000000000000009,-0.0953101798043238,vowel,3.0645004298349647,175.33746238199197,1,1,0,0,0,0,1,0,0,0,0,0,6.766501360088867,230.8968596585452,2,0,1,0,2,0,1,0,1,0,2,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,3,sunny,2,N,0.76,0.8,1.06,1.13,0.040000000000000036,0.06999999999999984,0.5596157879354196,sonorant,-1.5677863166400656,164.9081737071712,1,0,0,0,1,0,0,0,1,0,0,0,-0.6611744824500542,183.57362264070787,1,0,1,0,1,0,1,0,1,0,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,3,sunny,3,IY0,0.8,0.88,1.13,1.31,0.07999999999999996,0.18000000000000016,0.8109302162163301,vowel,-1.006683862745727,189.03448140503383,0,0,0,0,0,0,0,0,0,0,0,0,-2.906312198926331,143.7354714763106,1,1,1,1,1,1,0,0,1,1,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,4,with,0,W,0.88,0.94,1.31,1.45,0.05999999999999994,0.1399999999999999,0.8472978603872039,sonorant,0.10185192657163632,168.93618505617565,0,0,0,0,0,0,0,0,0,0,0,0,-10.246526307954987,143.0506125127896,1,0,1,0,1,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,4,with,1,IH0,0.94,0.99,1.45,1.49,0.050000000000000044,0.040000000000000036,-0.2231435513142097,vowel,0.9285404557442609,161.92412749149116,1,0,0,0,0,0,1,0,0,0,0,0,0.3913918149493953,141.12468661527112,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,4,with,2,TH,0.99,1.05,1.49,1.61,0.06000000000000005,0.1200000000000001,0.6931471805599453,fricative,-15.497510187650347,133.17296932420186,1,0,1,0,1,0,0,0,1,0,1,0,-18.997468700495542,122.50620465811042,0,0,1,1,0,0,0,0,1,1,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,0,T,1.05,1.12,1.61,1.69,0.07000000000000006,0.07999999999999985,0.13353139262451985,stop/affricate,-15.072973921660125,,0,0,0,0,0,0,0,0,0,0,0,0,-20.626596764696163,,1,0,1,0,1,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,1,EH1,1.12,1.19,1.69,1.78,0.06999999999999984,0.09000000000000008,0.2513144282809093,vowel,4.1487848305484345,171.29327347831492,2,0,1,0,1,0,1,0,1,0,1,0,4.0807414304797875,187.7500377916295,1,1,0,0,0,0,1,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,2,M,1.19,1.22,1.78,1.81,0.030000000000000027,0.030000000000000027,0.0,sonorant,-5.141372066147626,170.27281342083134,0,0,0,0,0,0,0,0,0,0,0,0,-5.549423977911964,200.81150080581037,1,0,1,0,1,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,3,P,1.22,1.25,1.81,1.84,0.030000000000000027,0.030000000000000027,0.0,stop/affricate,-20.150522955641147,153.6754434893801,1,0,1,0,1,0,0,0,1,0,1,0,-17.890291151965243,192.67524868092167,0,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,4,R,1.25,1.26,1.84,1.87,0.010000000000000009,0.030000000000000027,1.0986122886681098,sonorant,-27.2308603640826,,0,0,0,0,0,0,0,0,0,0,0,0,-9.564825558171318,206.5529494251765,1,0,1,0,1,0,1,0,1,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,5,AH0,1.26,1.29,1.87,1.9,0.030000000000000027,0.029999999999999805,-7.438494264988577e-15,vowel,-19.960560577797143,,1,0,0,0,0,0,0,0,0,0,0,0,-2.8049571122903485,194.50095743991238,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,6,CH,1.29,1.33,1.9,2.0,0.040000000000000036,0.10000000000000009,0.9162907318741551,stop/affricate,-22.23943670678121,,1,0,1,0,1,0,0,0,1,0,1,0,-11.37749045919525,173.9611793643876,2,0,2,0,2,0,0,0,2,0,2,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,7,ER0,1.33,1.39,2.0,2.09,0.05999999999999983,0.08999999999999986,0.40546510810816555,vowel,-0.6807787204752085,151.13527359524176,1,1,0,0,0,0,0,0,0,0,0,0,5.75700987252195,188.06408648291506,2,1,0,0,1,0,1,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,5,temperatures,8,Z,1.39,1.44,2.09,2.18,0.050000000000000044,0.0900000000000003,0.5877866649021215,fricative,-5.225884814104729,140.0196101778603,1,0,0,0,1,0,0,0,1,0,1,0,-4.135525435190618,149.16245285568868,2,1,2,0,1,1,0,0,2,1,2,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,6,going,0,G,1.44,1.52,2.18,2.29,0.08000000000000007,0.10999999999999988,0.3184537311185327,stop/affricate,-6.167691563236007,142.90863282054792,1,0,1,0,1,0,0,0,1,0,1,0,-15.562586903605276,149.74790794195832,1,0,1,0,1,0,1,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,6,going,1,OW1,1.52,1.64,2.29,2.4,0.11999999999999988,0.10999999999999988,-0.08701137698962992,vowel,1.5091252528208312,158.61763364145273,2,1,1,1,1,1,1,0,0,0,1,1,2.7352644912020208,167.4257877859267,1,1,1,0,1,1,1,0,1,1,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,6,going,2,IH0,1.64,1.67,2.4,2.49,0.030000000000000027,0.0900000000000003,1.0986122886681122,vowel,-2.3437526881004125,153.48887843945107,1,0,1,0,1,0,0,0,0,0,0,0,-2.6155295840303925,167.070699565483,2,0,0,0,1,0,1,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,6,going,3,NG,1.67,1.7,2.49,2.58,0.030000000000000027,0.08999999999999986,1.0986122886681071,sonorant,-3.049638099770972,147.05192579702694,0,0,0,0,0,0,0,0,0,0,0,0,-5.108134891360105,165.4174220499485,1,1,0,0,1,0,0,0,1,1,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,7,from,0,F,1.7,1.76,2.58,2.68,0.06000000000000005,0.10000000000000009,0.5108256237659907,fricative,-13.749960414113886,116.77732964055929,1,0,1,0,1,0,0,0,1,0,1,0,-20.977404868433144,132.36873349115655,0,0,0,0,1,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,7,from,1,ER0,1.76,1.79,2.68,2.71,0.030000000000000027,0.029999999999999805,-7.438494264988577e-15,vowel,-7.853672197046211,135.9601016463615,1,0,0,0,0,0,0,0,0,0,0,0,-6.9609915692923074,165.10959196634496,1,0,1,0,0,0,1,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,7,from,2,M,1.79,1.84,2.71,2.82,0.050000000000000044,0.10999999999999988,0.7884573603642683,sonorant,-2.5134046899819933,136.0487873938196,1,0,0,0,0,0,0,0,0,0,0,0,-5.173238314555546,153.25566947074176,1,0,0,0,1,1,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,8,sixty,0,S,1.84,1.95,2.82,3.03,0.10999999999999988,0.20999999999999996,0.6466271649250535,fricative,-11.920254326478304,118.40848371960533,1,0,1,0,1,0,0,0,1,0,1,0,-7.414560471895855,128.89148284623138,1,0,1,0,1,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,8,sixty,1,IH1,1.95,2.01,3.03,3.11,0.05999999999999983,0.08000000000000007,0.2876820724517847,vowel,-0.31137710640780514,194.19319205329396,1,0,0,0,0,0,1,0,0,0,0,0,4.710928549495942,211.65818101850408,1,0,0,0,0,0,1,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,8,sixty,2,K,2.01,2.07,3.11,3.18,0.06000000000000005,0.07000000000000028,0.1541506798272614,stop/affricate,-17.16206838632364,163.32391517900078,1,1,1,1,1,1,0,0,1,0,1,1,-15.525145941880119,191.6634912037215,1,1,1,1,1,1,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,8,sixty,3,S,2.07,2.13,3.18,3.25,0.06000000000000005,0.06999999999999984,0.15415067982725514,fricative,-9.988673678054607,,0,0,0,0,0,0,0,0,0,0,0,0,-10.611985899991192,,0,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,8,sixty,4,T,2.13,2.19,3.25,3.31,0.06000000000000005,0.06000000000000005,0.0,stop/affricate,-20.897828667981955,,1,1,1,1,1,1,1,0,1,1,1,1,-16.603134942363063,229.41122491289727,1,1,1,1,1,1,1,0,1,1,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,8,sixty,5,IY0,2.19,2.28,3.31,3.43,0.08999999999999986,0.1200000000000001,0.28768207245178334,vowel,-2.705152510565687,173.41067656124477,2,0,1,1,1,0,0,0,1,0,1,0,-6.204533380846797,98.1887079308811,1,1,0,0,0,0,0,0,1,1,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,9,eight,0,EY1,2.28,2.39,3.43,3.69,0.11000000000000032,0.2599999999999998,0.8602012652231078,vowel,0.06681760073246056,179.56248172983592,2,1,1,0,1,0,1,0,0,0,1,0,-0.8699336759591957,187.4781926027589,2,2,0,0,1,1,1,1,1,1,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,9,eight,1,T,2.39,2.46,3.69,3.77,0.06999999999999984,0.08000000000000007,0.13353139262452587,stop/affricate,-19.322921157354862,181.7334415478204,0,0,0,0,0,0,0,0,1,0,0,0,-17.73252156390106,179.04449636422282,0,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,10,to,0,T,2.46,2.49,4.04,4.09,0.03000000000000025,0.04999999999999982,0.5108256237659788,stop/affricate,-25.0758596409078,182.72514375272578,1,0,0,0,0,0,1,0,0,0,0,0,-21.126066281995257,,1,0,1,0,1,0,1,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,10,to,1,IH0,2.49,2.53,4.09,4.13,0.03999999999999959,0.040000000000000036,1.1102230246251504e-14,vowel,-2.0925004514280037,153.18812799402173,1,0,0,0,0,0,0,0,0,0,0,0,-7.078204127932844,148.73525991679867,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,12,eight,0,EY1,3.01,3.11,4.75,4.94,0.10000000000000009,0.1900000000000004,0.6418538861723959,vowel,1.1000915245548637,144.325939149777,2,1,1,0,2,1,0,0,1,0,1,0,1.65556130972616,206.76958272310966,2,2,0,0,2,1,1,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,12,eight,1,T,3.11,3.15,4.94,5.03,0.040000000000000036,0.08999999999999986,0.8109302162163264,stop/affricate,-15.166779405276076,135.86267830807043,0,0,0,0,0,0,0,0,0,0,0,0,-24.15527481081806,152.3755011031942,0,0,1,0,0,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,13,today,0,T,3.15,3.19,5.03,5.11,0.040000000000000036,0.08000000000000007,0.6931471805599453,stop/affricate,-14.500783739414057,154.48403017712872,1,0,1,0,1,0,1,0,1,0,1,0,-18.05893138360028,,1,1,1,1,1,1,1,0,1,1,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,13,today,1,AH0,3.19,3.24,5.11,5.14,0.050000000000000266,0.02999999999999936,-0.5108256237660174,vowel,-0.9717451675565492,149.21953977218658,1,0,0,0,0,0,0,0,0,0,0,0,-0.12414053767047864,165.75833702185406,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,13,today,2,D,3.24,3.27,5.14,5.18,0.029999999999999805,0.040000000000000036,0.28768207245178834,stop/affricate,-7.0408913383710505,144.58775412842448,1,0,1,0,1,0,1,0,1,0,1,0,-4.798738372512975,147.30369023616288,0,0,1,0,0,0,0,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,13,today,3,EY1,3.27,3.41,5.18,5.38,0.14000000000000012,0.20000000000000018,0.3566749439387324,vowel,0.30512987135121117,147.37227702967533,2,1,0,0,1,0,0,0,1,0,0,0,1.4340709596558066,141.8003843513017,2,1,1,1,2,1,1,0,2,2,1,1
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,14,in,0,IH0,3.41,3.46,5.38,5.42,0.04999999999999982,0.040000000000000036,-0.22314355131420527,vowel,-2.276241860743258,137.50946718284487,1,0,0,0,0,0,0,0,0,0,0,0,-6.687388158580876,133.84372016347584,1,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,14,in,1,N,3.46,3.53,5.42,5.64,0.06999999999999984,0.21999999999999975,1.1451323043030037,sonorant,-2.6069859236512984,133.72989872156583,1,0,1,0,1,0,0,0,1,0,0,0,-3.648396027969309,129.29048762033682,1,0,0,0,1,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,15,covington,0,K,3.53,3.59,5.64,5.73,0.06000000000000005,0.09000000000000075,0.40546510810817177,stop/affricate,-12.217405568550088,121.79273897319918,0,0,0,0,0,0,0,0,0,0,1,0,-16.602632676601345,110.92258042947438,0,0,0,0,0,0,0,0,0,0,0,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,15,covington,1,AH1,3.59,3.68,5.73,5.82,0.0900000000000003,0.08999999999999986,-4.884981308350701e-15,vowel,1.6424674840815043,161.23695525075385,2,1,1,0,1,0,1,0,1,0,0,0,1.6894016281836555,186.54936054640677,2,1,1,0,1,0,1,0,1,0,1,0
ex03::IT'S GONNA BE SUNNY WITH TEMPERATURES GOING FROM SIXTY EIGHT TO SEVENTY EIGHT TODAY IN COVINGTON,confused,ex03_default_00226,ex03_confused_00226,15,covington,2,V,3.68,3.74,5.82,5.88,0.06000000000000005,0.05999999999999961,-7.438494264988577e-15,fricative,-8.73142725802789,146.86804513790304,1,0,1,0,1,0,1,0,1,0,1,0,-8.638135213617733,229.0456449866974,2,0,1,0,2,0,0,0,1,0,1,0
